발화	감정
나이가 드니까 온몸이 아픈데 돈은 없어서 병원에 가기 힘들어.많이 슬프고 서러워. 오늘도 관절염 통증 때문에 아무것도 할 수 없어서 집에 있었어.잘 모르겠지만 국가에서 도움을 받을 수 있는 방법이 있을 것도 같아.	0
친구에게 보증을 서주었다가 사기를 당한 뒤에 우리 가족의 재정 형편이 힘들어졌어.가족들에게 미안한 마음 때문에 요즘 사는 게 사는 게 아니야. 너무 슬프고 힘들어.우선 회생 절차를 알아보고 나서 돈을 구하는 방법을 찾아보려고.	0
새로운 일을 구해 생활비에 보태고 싶었지만 병이 재발해 일을 그만두게 되었어.어려운 재정 형편에 건강 문제까지 생겨서 지금 너무 슬프고 힘들어.우선 건강을 빨리 회복하도록 하고 재정 문제는 자식들에게 도움을 구해야겠어.	0
몸도 마음도 지치고 돈도 없는 내 슬픈 현실을 자식들은 모르고 있어.자식들이 알게 되면 걱정을 할까 봐 이 상황을 알려주는 것도 괴로워.제도적으로 도움을 구할 수 있는 방안을 알아보는 게 좋겠어.	0
일찍 병으로 사망한 아내의 보험금을 차마 쓸 수가 없어.아내는 아픈 와중에도 내 생활을 걱정했는데 도저히 그 돈을 쓸 수 없어. 너무 마음이 아파.보험금은 자식들을 위해 쓰고 내가 직접 돈을 버는 것이 좋겠어.	0
내가 자식들에게 물려줄 유산이 하나도 없다는 사실에 너무 슬퍼.젊을 때에 돈을 많이 벌지 못했던 것이 너무 후회가 되고 자식들에게 미안해.자식들에게 짐이 되지 않으려면 내 생활비는 내가 벌어야겠어.	0
나뿐만이 아니라 주변 친구들도 자식들 눈치 보느라 힘들어 하는 것 같아서 슬퍼.노인네들이 재정적으로 자립하기 힘들어서 자식들에게 의지하는데 그게 마음이 편하지 않아.나도 잘 모르겠어. 노년기에 돈을 쉽게 구할 수 있는 방법을 알면 좋겠어.	0
내가 십 년 넘게 낸 보험료가 이번에 급증해서 곤란한 상황에 처하게 되었어. 정말 슬프다.응. 얼마 돌려받지도 못해서 해지를 할 수도 없고 그렇다고 계속 보험료를 내기도 힘들어.보험에 대해 잘 아는 친구에게 조언을 구하는 것이 좋겠어.	0
내가 골다공증을 앓고 있는데 치료할 돈이 없어서 대출을 받아야 해. 너무 마음이 힘들다.대출을 받을 수는 있는데 그 이자가 너무 높아서 갚을 자신이 없어. 너무 슬퍼.국가에서 보조금을 받을 수 있으면 좋겠어. 노년에 돈 걱정하는 게 너무 슬프다.	0
평생 담배라고는 펴본 적이 없는데 남편 흡연 때문에 내가 폐암에 걸렸어.너무 억울해서 남편 얼굴은 보기도 싫어. 늙어서 이렇게 고생을 하다니 너무 속상해.일단 항암치료를 잘 받고 빨리 낫도록 노력해야지. 남편이 이제라도 금연하면 좋겠다.	0
건강관리를 한답시고 운동을 열심히 했는데 너무 무리해서 관절염이 생겼어. 너무 억울해.차라리 가볍게 산책이나 할 걸 그랬어. 너무 후회되고 원망스러워.관절에 무리가 가지 않는 운동을 해야겠어.	0
자식들에게 헌신했다고 생각했는데 자식들은 내가 아플 때 나를 돌봐주지 않아서 억울해.내가 자식들을 얼마나 힘들게 키웠는데 어떻게 나에게 그렇게 관심이 없는지 모르겠어.한번 솔직하게 자식들에게 나의 상처받은 마음에 관해 이야기 하는 게 좋겠어.	0
남편이 내가 우울증 증세가 있는 것 때문에 눈치 보인다고 불평을 했어.내가 우울증 걸리고 싶어서 걸린 것도 아닌데 왜 그런 말을 하는지 모르겠어. 너무 억울해.남편에게 솔직히 상처 받았다고 이야기 해보는 것이 좋겠어.	0
내가 식단관리를 열심히 했는데도 당뇨 수치가 나빠져서 너무 억울해.먹고 싶은 것도 안 먹고 최대한 건강식으로 먹으려고 노력했던 것이 모두 헛수고였어.모르겠어. 이런 상황에서 어떻게 해야 할지 누군가 조언해주면 좋겠어.	0
너무 아파서 병원에 갔는데 병원에서는 별거 아니라고 해서 억울해.그냥 노인성 퇴행이라면서 적절한 치료를 하지 않더라고. 너무 속상하다.혹시 큰 병일 수도 있으니까 다른 병원에라도 가보는 것이 좋을 것 같아.	0
손주들 과자 사주려고 나갔다가 다쳤는데 자식들은 왜 자꾸 다치냐며 핀잔을 주네.나보고 다 늙어서 그만 좀 돌아다니라고 화내는 아들의 말이 마음에 상처가 됐어. 억울하기도 하고.상황을 잘 설명하면 자식들이 이해하긴 하겠지. 앞으로 나갈 때는 더 조심하는 게 좋겠어.	0
냉장고에 있는 술을 아들이 다 먹었는데 며느리는 내가 마신 줄 알고 큰소리를 쳤어.며느리는 내가 간이 안 좋아서 걱정되는 마음에 그랬겠지만 나는 정말 당황스럽고 억울했지.며느리한테 앞으로는 아들에게 먼저 물어보고 행동하라고 말할까 해.	0
평생 고생만하다 살만해졌는데 이제는 또 병원 신세를 지다니 너무 억울해.나는 평생 가난해서 열심히 돈을 벌었는데 은퇴하고 나니까 갑자기 암에 걸렸어. 너무 비참하다.잘 모르겠어. 지금 마음이 너무 울적하고 고통스러워.	0
의사의 지시대로 음식조절을 했는데도 간 수치가 높게 나와서 혼났어. 너무 억울해.내가 먹고 싶은 것도 하나도 못 먹었는데도 의사는 수치만 보고 나를 의심하더라.앞으로 내가 먹는 것마다 모두 기록해서 증거로 보여줘야겠어.	0
내가 걸린 암은 보험처리가 안 된다고 해서 치료비 전부를 부담해야 해. 너무 억울하고 속상해.전액 보장되는 암 보험에 가입했었는데 내가 걸린 편도암은 적용이 안 된다고 하더라.보험 외에 지원을 받을 수 있는 방법을 최대한 알아보려고 해.	0
신용등급이 낮아서 대출을 받지 못했어. 너무 우울하다.그동안 대출을 너무 많이 받아서 그런지 신용등급이 너무 낮더라고. 정말 속상해.우선 일거리를 구해서 급한 돈을 마련해야 될 것 같아.	0
내가 돈이 없어서 자식들에게 짐이 되는 것이 너무 우울해.이번에도 병원비 낼 돈이 없어서 자식들이 대신 내줬어. 항상 미안한 마음이야.작은 일이라도 구해서 당장 급한 돈을 버는 것이 좋겠어.	0
생활비를 마련할 수 있는 방법이 거의 없어서 너무 우울해.나는 건강하지만 나이가 많아서 일을 구하기도 힘들고 신용등급도 낮아서 대출도 받을 수가 없어.예전에 내 돈을 빌려갔던 최 영감에게 연락을 한번 해봐야겠어.	0
집에 전기를 고칠 비용을 마련할 수가 없어서 전기가 없는 채로 지내고 있어.어둡고 답답하지만 어찌할 방법이 없어서 우선 촛불로 버티고 있어.고치려면 돈이 필요한데 돈이 없어. 우선은 옆집에 부탁해서 전기를 끌어올 수 있으면 좋겠다.	0
나는 나이가 많아서 돈 벌기가 너무 힘들어. 요즘 생활이 어려운데 큰일이야.모아둔 돈도 없고 어디 돈을 벌 수 있는 환경도 못 되니 생활비가 부족할까 봐 0해.우리 시청에서 노인들의 생활을 지원해주는 뭔가 있었던 거 같은데 알아봐야겠어.	0
홍수로 인해 집과 가축들이 떠내려갔어. 당장 가진 재산이 하나도 없어서 큰일이야.당분간 지낼 곳이 없어서 자식들 집에 가야할 것 같아. 너무 우울해.일단은 내 몸부터 챙기고 그 후에는 마을 사람들이랑 의논해봐야겠어.	0
오천만 원을 사기 당했는데 되돌려 받지 못하고 있어. 너무 아깝고 분해.내가 이렇게 사기를 당할 줄은 몰랐네. 토지 계약금을 중개인에게 주는 것이 아니었는데.변호사와 함께 어떻게든 소송을 걸어서 돈을 되돌려 받도록 해야겠어.	0
우리 부부가 동네 노인들 중에 제일 불우해 보이니까 너무 우울한 감정이 들어.남편도 일찍 실직하고 나도 일자리를 못 구해서 우리 부부가 재정 형편이 가장 어려워 보여.당장이라도 허드렛일 하면서 적은 돈이라도 벌어야 할 것 같아.	0
나는 용돈벌이를 하고 싶어도 고령 여성이라는 이유로 일자리를 구할 수가 없어.나는 건강하고 힘도 세지만 나이 많은 여자라는 이유로 험한 일도 할 수 없어. 너무 우울해.내가 할 수 있는 일이 있는지 계속 알아보려고. 일이 없으면 텃밭이라고 일궈야지.	0
예산에 구애받지 않고 성대한 잔치를 열고 싶어. 예산이 너무 적어서 속상해.응. 나는 화려한 잔치를 하고 싶은데 지금 예산으로는 그냥 파전에 막걸리밖에 준비 못해.할 수 없지. 적은 비용으로 다양한 요리를 준비할 수 있는 요리 방법을 찾아봐야지.	0
사는 게 우울해. 아내도 떠났는데 내가 더 아프기 시작하네.항상 잘 챙겨준 아내가 떠나고 나서 당뇨병에 걸렸어.혼자 있다 보니 아무거나 먹게 돼서 건강이 안 좋아졌나 봐.	0
요양원에 들어오고 사는 낙이 없어졌어.그냥 나이가 많이 들었다는 이유로 자식들이 요양원에 보냈어. 날 버린 느낌이야.아직은 서먹한 사이들이야.	0
허리가 너무 아픈데 아무도 날 걱정해주지 않는 것 같아.혼자 남겨진 기분이야.움직일 순 있지만 불편해.	0
딸이 와서 손주를 봐 달라는데 너무 힘이 드네.관절염이 나은 지 얼마 안 되었는데 손주들을 보면 또 아플 것 같아서 걱정돼.딸이 속상할까 봐 아직 얘기 못 했어.	0
엄마가 모르는 남자 차에서 웃으면서 내리는 걸 봤는데 마음이 아파.엄마는 내가 직접 봤고 그래서 마음 아픈 것조차 모를 거야. 그게 더 속상해.저녁을 먹은 후 엄마랑 차를 마시면서 솔직하게 말씀드려야겠어.	0
오늘 학교에서 사고 친 게 엄마한테 알려졌는데 집에 가니까 엄마가 내가 밉대.내가 왜 사고 쳤는지 이유를 자세히 물어봐 줬으면 했는데 속상해.엄마가 일단 진정될 때까지 기다려서 무슨 상황이었는지 말씀드릴 거야.	0
선물로 누나에게 머리띠를 선물했는데 쓰레기통에서 봤어. 내가 버려진 것 같은 기분이야.동생이 준 선물인데 이렇게 아무렇게나 버려도 되는 거야? 다시는 선물하고 싶지 않아.잠깐 밖에 나가서 축구라도 하고 올래. 지금 누나를 보고 싶지가 않아.	0
부모님은 친구분들에게 내가 아들이란 말도 안 했나 봐. 너무 서러워.내가 뭐가 부족해서 나를 남들에게 숨기고 싶어 하시는 걸까?부모님께 내 심정에 대해 말씀드려봐야겠어.	0
엄마는 다른 데서 기분이 상해도 나한테 항상 화풀이하니까 억울해.정말 화가 난다니까! 어제도 택배 사고가 났는데 나한테 짜증을 내더라고.엄마가 기분이 안 좋은 건 이해하지만 나한테 화풀이는 하지 말아 달라고 말해야겠지.	0
엄마 생신이어서 아침을 차려드렸는데 엄마가 음식을 버리고 있는 걸 봤어.새벽 일찍 일어나서 만든 거였는데 그렇게 쉽게 버리다니 섭섭해.여름이라 음식이 상한 것일 수도 있으니까 어머니에게 물어봐야겠어.	0
항상 자기만 옳다고 싸우는 엄마 아빠를 보면 진절머리나.엄마 아빠는 서로의 말은 듣지도 않고 자기주장만 하기 바빠서 시끄러워.내가 어떻게 하겠어. 그 자리를 벗어나는 것이 상책이야.	0
아빠가 틀렸다는 걸 인정을 안 하고 고집만 부리는 모습에 화가 치밀어 올라.답답하기도 하고 나를 전혀 인정해주지 않는 것 같아서 슬프기도 해.그냥 방으로 들어가서 문 닫고 대화를 포기해 버렸어. 말이 통하질 않잖아.	0
형이 엄마를 하인 부리듯이 대해도 엄마는 늘 다 맞춰줘. 엄마가 너무 불쌍해.아무리 철이 없어도 그렇지 형은 어떻게 엄마한테 그런 큰돈을 요구할 수 있지?엄마가 오냐오냐 다 받아줄수록 형은 점점 더 심해질 거라고 이야기해야겠어.	0
내일도 학교에서 가서 괴롭힘 당할 생각을 하면 차라리 죽고 싶어.이 따돌림에서 벗어나고 싶어. 언제까지 계속될지 모르는 게 무서워.선생님이나 부모님께 말씀드려서 걔들이 정확한 처벌을 받게 해야겠어.	0
내일도 나랑 같이 밥 먹어 줄 사람이 한 명도 없어서 외로워.쉬는 시간에도 혼자라서 쓸쓸해. 친구들은 나에게 와주지 않아.계속 기다리기만 했던 것 같기도 해. 내일은 내가 친구들에게 먼저 다가가 볼게.	0
학교에는 나를 좋아하는 사람들이 하나도 없는 것 같아. 더 이상 학교에 다니고 싶지 않아.누군가가 나에게 관심을 가지고 나를 신경 써줬으면 좋겠어.그동안은 혼자서 끙끙 앓지만 했던 것 같아. 내일 짝꿍에게 이야기해 봐야겠어.	0
나만 무인도에 있는 것 같아. 아무도 나랑 이야기해 주지 않아서 외로워.나도 친구들과 대화를 하고 싶은데 잘 아는 이야기가 하나도 없어.아이돌에 관심은 있는데 이거로라도 이야기를 해 볼 수 있을까?	0
학교에서도 집에서도 누구도 내 기분을 이해해 주는 사람이 없어서 우울해.나를 이해해주려고 하기보다는 모두 나를 가르치려 하고 혼내기만 해.우리 집 강아지가 나를 제일 많이 위로해주는 것 같아.	0
수학 과제 발표 담당인데 벌써 긴장돼. 놀림거리가 될 것 같아서 무서워.내가 실수한 것에 대해 한동안 계속 놀림 당했던 게 생각나.더 열심히 준비하는 수밖에 없지.	0
우울증이 온 것 같아. 집에 가는 순간 바로 침대에 누워 계속 잠만 자고 싶어.자도 자도 계속 피곤하기만 하고 일어나면 아무것도 하고 싶지가 않아.집에만 있으면 더 처지게 되니까 우리 강아지를 산책시켜야겠어.	0
이렇게 매일 맞을 바엔 차라리 죽고 싶어. 그런데 죽는 게 더 아플까 봐 무서워.죽고 싶다는 생각을 하루에도 몇 번씩 하지만 망설이게 돼.나에게 이렇게 고통을 주는 사람들이 반드시 전부 다 감옥에 갈 거라는 생각을 해야겠어.	0
곧 체육대회가 열리는데 난 하고 싶지 않아. 다들 내가 질 거라고 비웃어서 위축돼.잘 할 수 있는 종목도 다들 질 거라고 부정적으로 이야기하니까 점점 자신감이 없어져.평소에 꾸준히 연습하면 주변 상황에 휘둘리지 않고 실력을 발휘할 수 있겠지.	0
자식들이 병문안을 왔는데 그저 내가 빨리 죽길 바라는 눈치였어.자식 낳아 봤자 소용없어 결국 원하는 건 재산뿐이야.자식들에게 재산을 한 푼도 나눠 주지 않고 사회에 환원한다고 할 거야.	0
오늘 친구 장례식장에 다녀 왔는데 세월 참 덧없다는 걸 깨달았어.그 것의 돈이 뭐라고 그렇게 아등바등인지 하는 생각이 들었어.그동안 못 해본 거 해 보면서 살 거야. 버킷리스트를 작성했어.	0
늙으신 부모님은 아직도 내가 방문할 때마다 차 조심해서 가라며 용돈을 주셔.난 드릴 돈도 별로 없어서  죄송해.글쎄. 부모님께 더 잘해 드려야지.	0
자식들에게 요즘 미안한 마음만 들어서 눈물이 나.자식들이 내 재산을 탐내는 게 눈에 보이는데 자식들도 사정이 안 좋아서 그러는 거라 슬퍼.유산을 조금 정리해서 자식들에게 줄까 하는 생각도 들어.	0
자식들이 괜히 나 때문에 고생하는 것 같아서 항상 눈물이 나.그것들도 자기들 밥벌이하기도 힘들 텐데 내 치료비 대겠다고 고생 많이 했어.내가 치료를 그만두고 자식들 부담 덜어주고 남은 삶 편하게 살려고 해.	0
친구들 중에서 내가 제일 재정 상황이 안 좋다는 걸 알게 됐어.인생 헛살았구나 생각 들어.글쎄. 그게 내 의지대로 되지 않더라고.	0
갈수록 재정 상황이 심각해지니까 나도 모르게 눈물이 났어.내가 진짜 인생을 헛살았나 싶어.기초생활 수급자로 지원을 받으려고 해.	0
이젠 돈이 없어서 인슐린 주사기 사는 것도 나에겐 사치야.당뇨치료는 해야겠고 인슐린 주사기는 필요한데 돈은 부족해.나라에 지원받을 수 있는지 알아봐야겠어. 이번에 기초생활 수급자 신청을 했거든.	0
집을 팔아도 수술비를 마련할 수 없을 것 같아서 너무 힘들어.건강을 잃으면 모든 걸 잃는 거라더니 정말 절망적이야.국가에서 저소득층에 지원해 주는 게 있어 의료비 지원을 알아보려고 해.	0
내가 퇴직금을 몽땅 주식에 투자했는데 모두 휴지조각이 되어 아내 치료비도 낼 수가 없어.내가 멍청이지 그 돈을 저축하는 건데 괜히 주식을 해 가지고 다 날렸어.복지 재단 등을 알아보고 도움을 청해보려고 해.	0
암 수술비 보험금을 아들이 사업한다고 가져가서 몽땅 날렸어.나도 주식 해서 망했는데 자식까지 저렇게 되니까 정말 괴로워.자식한테 더 이상 사업은 하지 말고 열심히 돈 벌어서 살라고 말할 거야.	0
요즘 폐지 줍는데 모은 돈으로 약을 사고 나면 굶어야 돼.돈이 원수야 아픈 것도 서러운데 돈이 없어서 폐지 주워서 약을 사 먹어.그동안은 창피해서 못 갔는데 무료 급식소에 가 봐야겠어.	0
아내 치료비 벌기 위해 공사장 갔다가 허리를 다쳤어.몸이 안 좋은데 허리까지 다쳐서 정말 힘들어.적십자에 전화해보려고 해.	0
겨울인데 가스가 끊겨서 추운 곳에 있으니 관절염이 심해졌어.살아서 뭐하나 절망감이 엄습해.주민센터에 가서 상담을 받아 볼까?	0
병원비를 내기 위해 빚을 내고 갚지 못해 파선 선고를 받았어.건강을 잃으니까 신용까지 망가졌어.앞으로 빚 안 내고 미납되는 거 없이 살아야지.	0
장기 이식을 받기엔 너무 큰 돈이 필요해서 그냥 약으로 버티는 중이야.돈이 없어서 치료도 제대로 못 받는다 생각하니 너무 억울해.잘 모르겠어. 방법이 없는 것 같아.	0
내 지원금으로 친구 입원비를 대신 내줬어. 앞으로는 내줄 수 가 없을 텐데 걱정돼이제 내 생활도 힘든데 친구 입원비를 어떻게 해결할 수 있을지 걱정이야.모르겠어. 방법이 떠오르지 않아.	0
아내가 아픈 나대신 돈을 벌겠다고 일하러 나갔다가 허리를 다쳤어. 너무 가슴이 아파.내가 빨리 나아서 일하러 가야 아내가 일하러 나간다고 하지 않을 텐데 어떻게 해야 좋을지 모르겠어.재활치료를 빼먹지 말고 강한 의지로 이겨 내야 될 것 같아.	0
대장암으로 생긴 치료비 대출금을 못 갚고 있었는데 아들이 대신 갚아 줘서 고맙고 미안해.아픈지 오래돼서 해준 것이 없어 더 미안한 마음이 크지.아들은 내 건강 말고는 바라는 것이 없대. 앞으로도 치료들 잘 견뎌서 아들 옆에 오래 있어줘야지.	0
노후 자금을 준비 못해서 현재 자식들 도움 받는 것이 괴로워.애들이 이제 신경 쓰지 말고 편히 지내라고 해도 편하지 않고 짐이 돼버린 것 같아.시골에 있는 부모님 집으로 귀농을 하는 것이 맞는다고 생각을 해.	0
한참 전에 나한테 돈을 빌려놓고 갚지 않으면서 죄책감을 못 느끼는 노인네가 너무 밉고 화가나.사람이 어쩜 그렇게 뻔뻔한지. 이러다가 돈을 영영 안 갚을까 봐 화가 나면서 걱정되기까지 하네.직접 말을 해야겠어.	0
가까웠던 김 영감이 나한테 사기 쳤다는 것을 이제 알게 되었어. 너무 화가나.천만 원 사기를 당했는데 살면서 두 번이나 당해서 더 놀라고 나 자신한테 화가나.그때에는 지인 중에 변호사가 있어서 해결하는데 많은 도움을 받았어. 이번에도 연락을 해봐야겠어.	0
남자친구 제대할 때까지 기다렸는데 부담스럽다고 헤어지자고 하더라.아직 좋아하는데 어떻게 마음을 돌려야 할지 모르겠어.남자친구와 대화가 부족했던 것 같아.	0
남편이 다른 여자가 있다고 이혼을 요구했어.너무 당황스러운데 어떻게 대처해야 할지 모르겠어.이혼 전문 변호사를 찾아가서 상담을 해아할 것 같아.	0
남자친구가 좋은 회사에 취업하고 다른 여자가 생겼어.생각지 못한 상황이라 어떻게 대처해야 할지 모르겠어.아무래도 남자친구에게 직접 물어봐야 할 것 같아.	0
결혼식 당일 남자친구가 오지 않았어.남자친구가 만나기로 한 시간까지 연락도 안 되고 잠수를 탔어.모르겠어. 눈앞이 캄캄해.	0
남자친구가 돈을 목적으로 나를 만났었다면서 떠나갔어.생각지도 못했던 이별통보라 훨씬 힘든 것 같아.빨리 정을 떼어내고 마음을 정리하는 게 좋을것 같아.	0
남자친구가 나와 아기를 책임지지 않겠다고 연락을 끊었어.남자친구와 미래를 꿈꾸고 있었는데 한순간에 무너진 것 같아서 힘들어.내가 더 강해져서 아기를 잘 키워야 할 것 같아.	0
시댁에 가면 의지할 사람이 아무도 없어.남편도 나를 잘 도와주지 않아서 더 힘든 것 같아.남편에게 내가 느끼는 감정을 말해야 할 것 같아.	0
결혼 전날에 남자친구가 범죄에 연루되어 구속됐어.생각지도 못한 일이고 연락도 안 되서 너무 힘들어.경찰서에 찾아가서 상황에 대해 알아야 할 것 같아.	0
어릴 때 부모님이 이혼하셔서 결혼식에 참석하실 부모님이 안 계셔.신랑 측 사람들에게도 안 좋은 말들이 나올 것 같아서 걱정이야.남자친구 부모님과 상의를 해야할 것 같아.	0
아침에 모두 나가고 나면 세상에 혼자 남은 것 같아.혼자 있으니까 일어나지 않을 일을 생각하게 되서 그런 것 같아.나도 뭔가 새로운 것을 배우거나 시도하면 좋을것 같아.	0
아들이 따돌림을 당하는 것이 다 내 탓 같아.친구들과의 관계가 좋았으면 좋겠는데 사회성이 부족한 것 같아.내가 물어보기 보다는 상담가를 찾아가야 할 것 같아.	0
남편의 암이 나을 거라는 생각이 들지 않아.투병생활이 길어지니까 남편도 나도 지치는 것 같아.이럴 때일수록 내가 더 웃어야 할 것 같아. 희망적인 말을 하는 것도 좋겠지.	0
아빠가 음주운전을 해서 실망스러워.나중에 큰 사고라도 날까 걱정이야.아빠와 일단 대화를 해보는 게 좋을 것 같아.	0
부모님은 대학이 가장 중요한가봐.대학을 못 간다고 해서 실패자가 되는 건 아닌데 말이야.부모님과 대학에 관련해서 깊은 대화를 나눠봐야 할 것 같아.	0
엄마가 나보고 네가 그럼 그렇지래.엄마한테 실망스러운 감정을 말할까 고민 중이야.솔직하게 말하는 게 가장 좋겠어.	0
엄마가 내 편지를 안 읽은 것 같아 속상해.엄마가 편지를 읽어 봤는지 확실하게 알고 싶어.엄마한테 솔직하게 편지를 읽어봤는지 물어봐야겠어.	0
엄마한테 고민 상담하고 싶은데 공부나 하래.엄마한테 너무 화가 나.엄마한테 가서 고민이 있는데 알아주지 않냐고 말해야겠어.	0
중간고사를 잘 본 줄 알았는데 점수가 생각보다 별로야.기대했던 것보다 등수가 오르지 않아서 너무 슬퍼.다음 시험은 더 일찍 준비를 시작해서 더 꼼꼼하게 공부해야겠어.	0
친구들이 계속 괴롭혀서 못 견디고 결국 자퇴했어.이야기도 해보고 주변에 도움도 청해 봤는데 다 소용이 없더라고.우선 검정고시 공부를 시작하려고 해. 학원도 등록했어.	0
학교에서 따돌림을 당하는데 그래서 모든 게 지긋지긋해.그래서 요즘 자꾸 나쁜 생각만 들고 너무 힘들어.아무래도 자퇴를 해서 검정고시를 봐야 할 것 같아.	0
나는 따돌림에서 벗어나려고 노력했는데 별다른 효과는 없었어. 그래서 환멸이 나.오히려 더 심해지는 것 같아. 어떻게 해야 할지 매일 고민 중이야.절이 싫으면 중이 떠나야지. 자퇴하려고 해.	0
애들이 우리 반에서 한 명만 따돌리는데 보기만 해도 지쳐.그 친구가 잘못한 것도 없는데 매번 당하는 것이 이해가 되지 않아.내가 내일 선생님께 이 상황에 대해 말씀을 드리려고 해.	0
우리 학교에는 폭력 문제가 시급한데 전혀 나아질 기미가 보이지 않아.학폭위도 몇 번 열렸지만 변화가 없었거든.나는 변화가 생길 수 있다고 생각하지 않아. 그냥 적응해야지.	0
내가 따돌림을 당하는 것에 대해 말로만 위로하는 사람들이 너무 미워.내 마음을 이해해주는 것도 아니고 도와주는 것도 아니면서 입으로만 위로하는 척하잖아.좋게 생각해야지 뭐. 그냥 한 귀로 듣고 한 귀로 흘리려고 해.	0
학교에서 따돌림을 당하는데 내가 왜 당하는지 모르겠어. 정말 억울해.부모님께 말씀드릴까 고민 중이야.역시 사실대로 말하는 것이 좋겠어.	0
학교에서 내 물건을 아무렇지도 않게 부수거나 가져가는 애들이 너무 원망스러워.나도 다 용돈 조금씩 모아서 산 것들인데 어떻게 해야 해결할 수 있을지 고민이야.아무래도 학교에 좋은 물건을 가져가지 않는 것이 제일 좋은 방법 같아.	0
학교에서 괴롭힘을 당하는데 나를 도와주는 애들이 없어 너무 힘들어.괴롭힘 당하는 것보다도 내 편이 없다는 사실이 너무 힘든 것 같아.아무래도 어른의 힘을 빌려야겠어. 선생님께 말씀드리겠어.	0
아무도 내 따돌림을 해결해줄 수 없어. 우리 가족이나 선생님도 마찬가지지.내가 그들에게 알리기 너무 두려워. 더 큰 보복이 돌아올 것 같아.아예 나를 아는 사람이 아무도 없는 학교를 알아봐야겠어. 전학 갈래.	0
급식실에서 혼자 밥을 먹는데 애들이 날 구경하더라. 너무 싫었어.하지만 같이 먹을 친구도 없고 어떻게 해야 할지 모르겠네.차라리 급식을 끊고 도시락을 들고 다녀야겠어.	0
학교 끝나고 같이 놀 친구가 아무도 없어서 너무 외롭고 슬퍼.나는 하교 이후에 쇼핑도 하고 맛있는 것도 먹고 싶은데 쉽지 않네.친언니한테 가서 맛있는 거나 먹자고 해야겠어.	0
어제가 내 생일이었는데 친구들 중 아무도 축하해주지 않았어. 너무 서럽다.엄마가 친구들이랑 맛있는 것 사먹으라고 용돈도 주셨는데 어디에 써야 할지 모르겠어.쇼핑이나 하면서 기분이나 풀어야겠어. 새 옷을 사면 기분이 좋아지잖아.	0
학교에서 애들이 날 괴롭히는데 자기들이 뭘 잘못했는지 모르는 것 같아서 너무 짜증나.항상 나만 힘들고 항상 나만 괴로워.선생님께 말씀드릴까 고민 중이야. 선생님이 직접 말씀하시면 알아듣겠지.	0
오늘 성적표가 나왔는데 엄마가 보시고 힘들어 하셨어. 나도 속상해서 눈물이 나.응. 이번에 엄마가 공부를 도와주셨는데 내가 숙제를 잘 안 했거든.이제는 시간을 정해서 공부해야겠어.	0
아빠가 해외 출장을 일 년 동안 가셨는데 오늘 집에 돌아오신대. 너무 기뻐서 눈물이 나.응. 아빠가 오시면 무엇을 해드릴지 고민된다.다리를 주물러 드리는 게 좋겠어. 아빠가 다리가 아프다고 하셨거든.	0
아빠는 엄마가 좋은데 엄마는 아니어서 이혼하신대. 너무 슬퍼서 눈물이 나.나는 어디로 가야하는지도 무섭고 걱정이야. 아무것도 할 수 없어.이모랑 삼촌에게 전화해야겠어. 그 분들은 날 아끼시거든.	0
부모님은 항상 누나만 좋아하셔. 나도 사랑받고 싶어서 서럽고 눈물이 나.응. 누나가 아파서 그런 것이지만 나도 조금만 더 사랑받고 싶단 말이야.잘. 모르겠어. 누나는 날 예뻐하니까 한 번 물어봐야겠어.	0
할머니가 어제 돌아가셔서 너무 슬퍼. 할머니가 하늘에서 편안하시면 좋겠어.할머니는 나를 예뻐하셨고 나도 할머니를 좋아했어. 할머니의 명복을 빌고 싶어.우리 가족은 교회를 다녀. 주말 예배에 가서 할머니가 그곳에서 편안하시길 기도해야겠어.	0
당뇨로 고생 중인데 아내가 이혼하자더군. 아내가 날 버리면 병은 더 악화될 텐데 세상에 나 혼자 남은 기분이야.젊은 시절에 가정에 소홀했지. 그래도 그렇지 이혼을 하자니 너무 허망해.아내에게 졸혼은 어떤지 대화를 나누어 봐야겠어. 졸혼을 한다면 가끔씩이라도 도움을 받을 수 있을 거야.	0
뇌졸중이 와서 후유증으로 왼 쪽 팔다리를 못 쓰게 됐어. 친구들은 이런 나를 보면 비웃을 텐데 비참하군.좋은 친구들도 있지만 남의 불행을 행복으로 아는 사람들이 있지. 내 상황을 알면 그저 웃음거리로 삼을 거야.팔다리를 못 쓰게 된 건 고칠 수가 없지. 단체 모임은 줄이고 마음 맞는 친구들과 소모임을 가지면서 몸과 마음을 회복해야겠어.	0
아들은 나처럼 고혈압이 있는데 나처럼 아프기 전에는 짜게 먹는 습관을 버리지 못 할 거야. 내 말은 잔소리로만 들으니 답답하고 슬프구나.아픈 나를 보면 아들의 미래를 보는 것 같아 걱정이야.아들이 며느리 말은 잘 듣더군. 며느리에게 통화를 해서 아들을 설득해 봐야겠어.	0
친한 대학 동기가 췌장암 말기라는 전화를 받았어. 말기라니 왠지 살아서 보기는 힘들 것 같아 괴로워.그 친구에게 내 비밀과 고민을 털어놨었는데 친구가 아프다니 통탄할 일이야.친구와 대화를 많이 해야겠어. 서로 죽기 전에 추억을 많이 만들면 떠날 때도 덜 슬플 것 같아.	0
